observation_date,CUURA423SEHA
1926-08-01,
1926-09-01,
1926-10-01,
1926-11-01,
1926-12-01,26.100
1927-01-01,
1927-02-01,
1927-03-01,
1927-04-01,
1927-05-01,
1927-06-01,25.900
1927-07-01,
1927-08-01,
1927-09-01,
1927-10-01,
1927-11-01,
1927-12-01,25.600
1928-01-01,
1928-02-01,
1928-03-01,
1928-04-01,
1928-05-01,
1928-06-01,25.300
1928-07-01,
1928-08-01,
1928-09-01,
1928-10-01,
1928-11-01,
1928-12-01,25.100
1929-01-01,
1929-02-01,
1929-03-01,
1929-04-01,
1929-05-01,
1929-06-01,24.800
1929-07-01,
1929-08-01,
1929-09-01,
1929-10-01,
1929-11-01,
1929-12-01,24.800
1930-01-01,
1930-02-01,
1930-03-01,
1930-04-01,
1930-05-01,
1930-06-01,24.400
1930-07-01,
1930-08-01,
1930-09-01,
1930-10-01,
1930-11-01,
1930-12-01,24.100
1931-01-01,
1931-02-01,
1931-03-01,
1931-04-01,
1931-05-01,
1931-06-01,23.500
1931-07-01,
1931-08-01,
1931-09-01,
1931-10-01,
1931-11-01,
1931-12-01,22.400
1932-01-01,
1932-02-01,
1932-03-01,
1932-04-01,
1932-05-01,
1932-06-01,20.400
1932-07-01,
1932-08-01,
1932-09-01,
1932-10-01,
1932-11-01,
1932-12-01,18.800
1933-01-01,
1933-02-01,
1933-03-01,
1933-04-01,
1933-05-01,
1933-06-01,17.600
1933-07-01,
1933-08-01,
1933-09-01,
1933-10-01,
1933-11-01,
1933-12-01,16.800
1934-01-01,
1934-02-01,
1934-03-01,
1934-04-01,
1934-05-01,
1934-06-01,16.300
1934-07-01,
1934-08-01,
1934-09-01,
1934-10-01,
1934-11-01,16.200
1934-12-01,
1935-01-01,
1935-02-01,
1935-03-01,16.200
1935-04-01,
1935-05-01,
1935-06-01,
1935-07-01,16.200
1935-08-01,
1935-09-01,
1935-10-01,16.300
1935-11-01,
1935-12-01,
1936-01-01,16.300
1936-02-01,
1936-03-01,
1936-04-01,16.400
1936-05-01,
1936-06-01,
1936-07-01,16.600
1936-08-01,
1936-09-01,16.900
1936-10-01,
1936-11-01,
1936-12-01,17.100
1937-01-01,
1937-02-01,
1937-03-01,17.400
1937-04-01,
1937-05-01,
1937-06-01,17.600
1937-07-01,
1937-08-01,
1937-09-01,18.700
1937-10-01,
1937-11-01,
1937-12-01,18.900
1938-01-01,
1938-02-01,
1938-03-01,18.900
1938-04-01,
1938-05-01,
1938-06-01,19.000
1938-07-01,
1938-08-01,
1938-09-01,19.000
1938-10-01,
1938-11-01,
1938-12-01,18.900
1939-01-01,
1939-02-01,
1939-03-01,19.000
1939-04-01,
1939-05-01,
1939-06-01,19.000
1939-07-01,
1939-08-01,
1939-09-01,18.900
1939-10-01,
1939-11-01,
1939-12-01,18.900
1940-01-01,
1940-02-01,
1940-03-01,18.900
1940-04-01,
1940-05-01,
1940-06-01,18.900
1940-07-01,
1940-08-01,
1940-09-01,18.900
1940-10-01,18.900
1940-11-01,18.900
1940-12-01,19.000
1941-01-01,19.000
1941-02-01,19.200
1941-03-01,19.200
1941-04-01,19.300
1941-05-01,19.600
1941-06-01,19.700
1941-07-01,19.800
1941-08-01,19.800
1941-09-01,20.300
1941-10-01,20.400
1941-11-01,20.500
1941-12-01,20.900
1942-01-01,21.100
1942-02-01,21.200
1942-03-01,22.000
1942-04-01,22.000
1942-05-01,22.000
1942-06-01,19.900
1942-07-01,19.900
1942-08-01,19.800
1942-09-01,19.800
1942-10-01,19.900
1942-11-01,19.900
1942-12-01,19.900
1943-01-01,19.900
1943-02-01,20.000
1943-03-01,20.100
1943-04-01,20.200
1943-05-01,20.300
1943-06-01,20.400
1943-07-01,20.400
1943-08-01,20.500
1943-09-01,20.500
1943-10-01,20.600
1943-11-01,20.700
1943-12-01,20.800
1944-01-01,20.800
1944-02-01,20.800
1944-03-01,20.800
1944-04-01,20.900
1944-05-01,20.900
1944-06-01,20.900
1944-07-01,20.900
1944-08-01,20.900
1944-09-01,20.900
1944-10-01,
1944-11-01,
1944-12-01,
1945-01-01,
1945-02-01,
1945-03-01,20.900
1945-04-01,
1945-05-01,
1945-06-01,
1945-07-01,
1945-08-01,
1945-09-01,21.000
1945-10-01,
1945-11-01,
1945-12-01,
1946-01-01,
1946-02-01,
1946-03-01,21.100
1946-04-01,
1946-05-01,
1946-06-01,
1946-07-01,
1946-08-01,21.300
1946-09-01,
1946-10-01,
1946-11-01,
1946-12-01,
1947-01-01,
1947-02-01,
1947-03-01,21.500
1947-04-01,
1947-05-01,
1947-06-01,
1947-07-01,
1947-08-01,22.000
1947-09-01,
1947-10-01,
1947-11-01,22.900
1947-12-01,
1948-01-01,
1948-02-01,23.400
1948-03-01,
1948-04-01,
1948-05-01,23.600
1948-06-01,
1948-07-01,
1948-08-01,24.000
1948-09-01,
1948-10-01,
1948-11-01,24.300
1948-12-01,
1949-01-01,
1949-02-01,24.700
1949-03-01,
1949-04-01,
1949-05-01,24.900
1949-06-01,
1949-07-01,
1949-08-01,25.200
1949-09-01,
1949-10-01,
1949-11-01,25.400
1949-12-01,
1950-01-01,
1950-02-01,25.700
1950-03-01,
1950-04-01,
1950-05-01,25.800
1950-06-01,
1950-07-01,
1950-08-01,25.900
1950-09-01,
1950-10-01,
1950-11-01,26.200
1950-12-01,
1951-01-01,
1951-02-01,26.300
1951-03-01,
1951-04-01,
1951-05-01,27.100
1951-06-01,
1951-07-01,
1951-08-01,27.400
1951-09-01,
1951-10-01,
1951-11-01,27.800
1951-12-01,
1952-01-01,
1952-02-01,28.700
1952-03-01,
1952-04-01,
1952-05-01,28.800
1952-06-01,
1952-07-01,
1952-08-01,29.100
1952-09-01,
1952-10-01,
1952-11-01,29.900
1952-12-01,
1953-01-01,
1953-02-01,30.300
1953-03-01,
1953-04-01,
1953-05-01,
1953-06-01,
1953-07-01,
1953-08-01,31.400
1953-09-01,
1953-10-01,
1953-11-01,
1953-12-01,
1954-01-01,
1954-02-01,31.900
1954-03-01,
1954-04-01,
1954-05-01,
1954-06-01,
1954-07-01,
1954-08-01,31.900
1954-09-01,
1954-10-01,
1954-11-01,
1954-12-01,
1955-01-01,
1955-02-01,32.300
1955-03-01,
1955-04-01,
1955-05-01,
1955-06-01,
1955-07-01,
1955-08-01,32.500
1955-09-01,
1955-10-01,
1955-11-01,
1955-12-01,
1956-01-01,
1956-02-01,32.700
1956-03-01,
1956-04-01,
1956-05-01,
1956-06-01,
1956-07-01,
1956-08-01,32.900
1956-09-01,
1956-10-01,
1956-11-01,33.100
1956-12-01,
1957-01-01,
1957-02-01,33.200
1957-03-01,
1957-04-01,
1957-05-01,33.300
1957-06-01,
1957-07-01,
1957-08-01,33.700
1957-09-01,
1957-10-01,
1957-11-01,33.800
1957-12-01,
1958-01-01,
1958-02-01,34.100
1958-03-01,
1958-04-01,
1958-05-01,34.100
1958-06-01,
1958-07-01,
1958-08-01,34.300
1958-09-01,
1958-10-01,
1958-11-01,34.600
1958-12-01,
1959-01-01,
1959-02-01,34.900
1959-03-01,
1959-04-01,
1959-05-01,35.000
1959-06-01,
1959-07-01,
1959-08-01,35.200
1959-09-01,
1959-10-01,
1959-11-01,35.600
1959-12-01,
1960-01-01,
1960-02-01,35.600
1960-03-01,
1960-04-01,
1960-05-01,35.700
1960-06-01,
1960-07-01,
1960-08-01,35.700
1960-09-01,
1960-10-01,
1960-11-01,35.800
1960-12-01,
1961-01-01,
1961-02-01,35.900
1961-03-01,
1961-04-01,
1961-05-01,36.000
1961-06-01,
1961-07-01,
1961-08-01,36.100
1961-09-01,
1961-10-01,
1961-11-01,36.200
1961-12-01,
1962-01-01,
1962-02-01,36.500
1962-03-01,
1962-04-01,
1962-05-01,37.200
1962-06-01,
1962-07-01,
1962-08-01,38.000
1962-09-01,
1962-10-01,
1962-11-01,38.100
1962-12-01,
1963-01-01,
1963-02-01,37.900
1963-03-01,
1963-04-01,
1963-05-01,38.000
1963-06-01,
1963-07-01,
1963-08-01,37.600
1963-09-01,
1963-10-01,
1963-11-01,37.800
1963-12-01,
1964-01-01,
1964-02-01,37.600
1964-03-01,
1964-04-01,
1964-05-01,37.400
1964-06-01,
1964-07-01,
1964-08-01,37.300
1964-09-01,
1964-10-01,
1964-11-01,37.200
1964-12-01,
1965-01-01,
1965-02-01,37.200
1965-03-01,
1965-04-01,
1965-05-01,37.200
1965-06-01,
1965-07-01,
1965-08-01,37.200
1965-09-01,
1965-10-01,
1965-11-01,37.500
1965-12-01,
1966-01-01,
1966-02-01,37.500
1966-03-01,
1966-04-01,
1966-05-01,37.700
1966-06-01,
1966-07-01,
1966-08-01,38.500
1966-09-01,
1966-10-01,
1966-11-01,39.200
1966-12-01,
1967-01-01,
1967-02-01,39.500
1967-03-01,
1967-04-01,
1967-05-01,39.900
1967-06-01,
1967-07-01,
1967-08-01,40.300
1967-09-01,
1967-10-01,
1967-11-01,40.900
1967-12-01,
1968-01-01,
1968-02-01,41.300
1968-03-01,
1968-04-01,
1968-05-01,41.700
1968-06-01,
1968-07-01,
1968-08-01,42.300
1968-09-01,
1968-10-01,
1968-11-01,42.800
1968-12-01,
1969-01-01,
1969-02-01,43.100
1969-03-01,
1969-04-01,
1969-05-01,43.400
1969-06-01,
1969-07-01,
1969-08-01,43.600
1969-09-01,
1969-10-01,
1969-11-01,43.800
1969-12-01,
1970-01-01,
1970-02-01,44.100
1970-03-01,
1970-04-01,
1970-05-01,44.000
1970-06-01,
1970-07-01,
1970-08-01,43.700
1970-09-01,
1970-10-01,
1970-11-01,43.300
1970-12-01,
1971-01-01,
1971-02-01,43.100
1971-03-01,
1971-04-01,
1971-05-01,43.100
1971-06-01,
1971-07-01,
1971-08-01,42.900
1971-09-01,
1971-10-01,
1971-11-01,42.500
1971-12-01,
1972-01-01,
1972-02-01,42.400
1972-03-01,
1972-04-01,
1972-05-01,42.400
1972-06-01,
1972-07-01,
1972-08-01,42.400
1972-09-01,
1972-10-01,
1972-11-01,42.500
1972-12-01,
1973-01-01,
1973-02-01,42.700
1973-03-01,
1973-04-01,
1973-05-01,43.100
1973-06-01,
1973-07-01,
1973-08-01,43.800
1973-09-01,
1973-10-01,
1973-11-01,44.600
1973-12-01,
1974-01-01,
1974-02-01,45.400
1974-03-01,
1974-04-01,
1974-05-01,46.600
1974-06-01,
1974-07-01,
1974-08-01,47.900
1974-09-01,
1974-10-01,
1974-11-01,49.600
1974-12-01,
1975-01-01,
1975-02-01,51.000
1975-03-01,
1975-04-01,
1975-05-01,52.200
1975-06-01,
1975-07-01,
1975-08-01,53.000
1975-09-01,
1975-10-01,
1975-11-01,53.900
1975-12-01,
1976-01-01,
1976-02-01,55.000
1976-03-01,
1976-04-01,
1976-05-01,56.000
1976-06-01,
1976-07-01,
1976-08-01,57.100
1976-09-01,
1976-10-01,
1976-11-01,58.400
1976-12-01,
1977-01-01,
1977-02-01,59.800
1977-03-01,
1977-04-01,
1977-05-01,60.800
1977-06-01,
1977-07-01,
1977-08-01,62.000
1977-09-01,
1977-10-01,
1977-11-01,63.800
1977-12-01,
1978-01-01,63.700
1978-02-01,
1978-03-01,65.300
1978-04-01,
1978-05-01,66.500
1978-06-01,
1978-07-01,67.400
1978-08-01,
1978-09-01,69.500
1978-10-01,
1978-11-01,69.700
1978-12-01,
1979-01-01,73.200
1979-02-01,
1979-03-01,74.100
1979-04-01,
1979-05-01,74.900
1979-06-01,
1979-07-01,81.100
1979-08-01,
1979-09-01,81.700
1979-10-01,
1979-11-01,81.700
1979-12-01,
1980-01-01,85.900
1980-02-01,
1980-03-01,89.800
1980-04-01,
1980-05-01,90.400
1980-06-01,
1980-07-01,91.200
1980-08-01,
1980-09-01,91.700
1980-10-01,
1980-11-01,93.700
1980-12-01,
1981-01-01,92.200
1981-02-01,
1981-03-01,94.900
1981-04-01,
1981-05-01,96.600
1981-06-01,
1981-07-01,95.200
1981-08-01,
1981-09-01,98.400
1981-10-01,
1981-11-01,98.800
1981-12-01,
1982-01-01,97.600
1982-02-01,
1982-03-01,98.100
1982-04-01,
1982-05-01,98.900
1982-06-01,
1982-07-01,98.000
1982-08-01,
1982-09-01,98.400
1982-10-01,
1982-11-01,99.100
1982-12-01,
1983-01-01,99.200
1983-02-01,
1983-03-01,98.000
1983-04-01,
1983-05-01,98.500
1983-06-01,
1983-07-01,99.900
1983-08-01,
1983-09-01,100.600
1983-10-01,
1983-11-01,99.700
1983-12-01,
1984-01-01,100.100
1984-02-01,
1984-03-01,101.100
1984-04-01,
1984-05-01,101.800
1984-06-01,
1984-07-01,102.600
1984-08-01,
1984-09-01,102.800
1984-10-01,
1984-11-01,104.100
1984-12-01,
1985-01-01,104.200
1985-02-01,
1985-03-01,104.700
1985-04-01,
1985-05-01,105.500
1985-06-01,
1985-07-01,107.400
1985-08-01,
1985-09-01,107.700
1985-10-01,
1985-11-01,109.200
1985-12-01,
1986-01-01,110.200
1986-02-01,
1986-03-01,111.100
1986-04-01,
1986-05-01,111.400
1986-06-01,
1986-07-01,111.300
1986-08-01,
1986-09-01,112.700
1986-10-01,
1986-11-01,112.700
1986-12-01,113.100
1987-01-01,
1987-02-01,
1987-03-01,
1987-04-01,
1987-05-01,
1987-06-01,
1987-07-01,
1987-08-01,
1987-09-01,
1987-10-01,
1987-11-01,
1987-12-01,
1988-01-01,
1988-02-01,
1988-03-01,
1988-04-01,
1988-05-01,
1988-06-01,
1988-07-01,
1988-08-01,
1988-09-01,
1988-10-01,
1988-11-01,
1988-12-01,
1989-01-01,
1989-02-01,
1989-03-01,
1989-04-01,
1989-05-01,
1989-06-01,
1989-07-01,
1989-08-01,
1989-09-01,
1989-10-01,
1989-11-01,
1989-12-01,
1990-01-01,
1990-02-01,
1990-03-01,
1990-04-01,
1990-05-01,
1990-06-01,
1990-07-01,
1990-08-01,
1990-09-01,
1990-10-01,
1990-11-01,
1990-12-01,
1991-01-01,
1991-02-01,
1991-03-01,
1991-04-01,
1991-05-01,
1991-06-01,
1991-07-01,
1991-08-01,
1991-09-01,
1991-10-01,
1991-11-01,
1991-12-01,
1992-01-01,
1992-02-01,
1992-03-01,
1992-04-01,
1992-05-01,
1992-06-01,
1992-07-01,
1992-08-01,
1992-09-01,
1992-10-01,
1992-11-01,
1992-12-01,
1993-01-01,
1993-02-01,
1993-03-01,
1993-04-01,
1993-05-01,
1993-06-01,
1993-07-01,
1993-08-01,
1993-09-01,
1993-10-01,
1993-11-01,
1993-12-01,
1994-01-01,
1994-02-01,
1994-03-01,
1994-04-01,
1994-05-01,
1994-06-01,
1994-07-01,
1994-08-01,
1994-09-01,
1994-10-01,
1994-11-01,
1994-12-01,
1995-01-01,
1995-02-01,
1995-03-01,
1995-04-01,
1995-05-01,
1995-06-01,
1995-07-01,
1995-08-01,
1995-09-01,
1995-10-01,
1995-11-01,
1995-12-01,
1996-01-01,
1996-02-01,
1996-03-01,
1996-04-01,
1996-05-01,
1996-06-01,
1996-07-01,
1996-08-01,
1996-09-01,
1996-10-01,
1996-11-01,
1996-12-01,
1997-01-01,
1997-02-01,
1997-03-01,
1997-04-01,
1997-05-01,
1997-06-01,
1997-07-01,
1997-08-01,
1997-09-01,
1997-10-01,
1997-11-01,
1997-12-01,172.800
1998-01-01,174.300
1998-02-01,174.900
1998-03-01,175.600
1998-04-01,176.400
1998-05-01,176.600
1998-06-01,178.000
1998-07-01,178.600
1998-08-01,179.200
1998-09-01,180.300
1998-10-01,181.400
1998-11-01,182.100
1998-12-01,182.300
1999-01-01,183.000
1999-02-01,183.700
1999-03-01,184.400
1999-04-01,185.000
1999-05-01,185.500
1999-06-01,186.000
1999-07-01,186.100
1999-08-01,186.500
1999-09-01,186.700
1999-10-01,187.700
1999-11-01,188.200
1999-12-01,189.000
2000-01-01,190.100
2000-02-01,189.900
2000-03-01,190.400
2000-04-01,191.000
2000-05-01,191.700
2000-06-01,192.300
2000-07-01,192.700
2000-08-01,193.900
2000-09-01,194.700
2000-10-01,194.900
2000-11-01,195.700
2000-12-01,197.300
2001-01-01,198.300
2001-02-01,199.700
2001-03-01,200.300
2001-04-01,201.200
2001-05-01,202.200
2001-06-01,203.000
2001-07-01,203.800
2001-08-01,205.100
2001-09-01,206.200
2001-10-01,207.700
2001-11-01,208.100
2001-12-01,208.900
2002-01-01,209.200
2002-02-01,209.200
2002-03-01,209.100
2002-04-01,209.300
2002-05-01,209.900
2002-06-01,208.600
2002-07-01,208.800
2002-08-01,209.300
2002-09-01,210.200
2002-10-01,209.400
2002-11-01,209.200
2002-12-01,209.400
2003-01-01,209.600
2003-02-01,209.200
2003-03-01,208.900
2003-04-01,208.800
2003-05-01,208.600
2003-06-01,209.000
2003-07-01,208.600
2003-08-01,208.100
2003-09-01,208.000
2003-10-01,207.900
2003-11-01,207.600
2003-12-01,207.600
2004-01-01,207.800
2004-02-01,207.600
2004-03-01,208.300
2004-04-01,208.500
2004-05-01,208.300
2004-06-01,207.800
2004-07-01,208.100
2004-08-01,208.100
2004-09-01,208.400
2004-10-01,208.600
2004-11-01,208.500
2004-12-01,208.600
2005-01-01,208.800
2005-02-01,209.000
2005-03-01,208.600
2005-04-01,208.700
2005-05-01,208.700
2005-06-01,209.700
2005-07-01,210.100
2005-08-01,210.800
2005-09-01,211.700
2005-10-01,212.700
2005-11-01,213.400
2005-12-01,214.200
2006-01-01,214.700
2006-02-01,215.200
2006-03-01,215.800
2006-04-01,216.700
2006-05-01,217.800
2006-06-01,218.900
2006-07-01,219.400
2006-08-01,220.300
2006-09-01,221.000
2006-10-01,222.400
2006-11-01,223.400
2006-12-01,224.600
2007-01-01,225.723
2007-02-01,227.247
2007-03-01,228.828
2007-04-01,229.153
2007-05-01,231.119
2007-06-01,232.024
2007-07-01,232.988
2007-08-01,235.865
2007-09-01,237.141
2007-10-01,240.350
2007-11-01,242.089
2007-12-01,243.343
2008-01-01,245.172
2008-02-01,246.363
2008-03-01,247.904
2008-04-01,248.871
2008-05-01,248.953
2008-06-01,250.424
2008-07-01,252.093
2008-08-01,253.527
2008-09-01,255.427
2008-10-01,256.234
2008-11-01,258.795
2008-12-01,259.935
2009-01-01,260.566
2009-02-01,260.003
2009-03-01,260.124
2009-04-01,260.476
2009-05-01,259.870
2009-06-01,259.240
2009-07-01,258.839
2009-08-01,258.430
2009-09-01,258.366
2009-10-01,258.173
2009-11-01,257.267
2009-12-01,256.612
2010-01-01,255.886
2010-02-01,254.311
2010-03-01,253.922
2010-04-01,252.538
2010-05-01,251.387
2010-06-01,251.703
2010-07-01,251.314
2010-08-01,252.107
2010-09-01,250.750
2010-10-01,251.128
2010-11-01,252.102
2010-12-01,252.422
2011-01-01,252.960
2011-02-01,253.554
2011-03-01,254.707
2011-04-01,247.207
2011-05-01,248.100
2011-06-01,248.348
2011-07-01,251.163
2011-08-01,252.378
2011-09-01,252.963
2011-10-01,260.876
2011-11-01,261.905
2011-12-01,262.564
2012-01-01,262.730
2012-02-01,262.493
2012-03-01,263.374
2012-04-01,263.350
2012-05-01,264.302
2012-06-01,264.724
2012-07-01,265.684
2012-08-01,266.755
2012-09-01,268.220
2012-10-01,268.596
2012-11-01,270.314
2012-12-01,270.662
2013-01-01,271.948
2013-02-01,271.969
2013-03-01,272.550
2013-04-01,274.680
2013-05-01,275.459
2013-06-01,276.499
2013-07-01,277.730
2013-08-01,280.075
2013-09-01,282.106
2013-10-01,282.968
2013-11-01,284.195
2013-12-01,285.673
2014-01-01,286.284
2014-02-01,287.473
2014-03-01,288.986
2014-04-01,289.874
2014-05-01,290.899
2014-06-01,291.354
2014-07-01,292.478
2014-08-01,294.088
2014-09-01,295.688
2014-10-01,299.349
2014-11-01,301.599
2014-12-01,302.513
2015-01-01,303.499
2015-02-01,305.025
2015-03-01,305.083
2015-04-01,304.919
2015-05-01,306.838
2015-06-01,308.007
2015-07-01,308.817
2015-08-01,310.511
2015-09-01,312.657
2015-10-01,315.144
2015-11-01,316.409
2015-12-01,317.693
2016-01-01,319.199
2016-02-01,321.916
2016-03-01,323.460
2016-04-01,323.890
2016-05-01,325.611
2016-06-01,327.301
2016-07-01,329.929
2016-08-01,332.204
2016-09-01,333.947
2016-10-01,336.559
2016-11-01,337.715
2016-12-01,340.166
2017-01-01,341.841
2017-02-01,342.428
2017-03-01,343.797
2017-04-01,344.915
2017-05-01,347.695
2017-06-01,349.889
2017-07-01,352.595
2017-08-01,354.637
2017-09-01,357.257
2017-10-01,359.278
2017-11-01,363.236
2017-12-01,365.801
2018-01-01,366.628
2018-02-01,368.177
2018-03-01,368.755
2018-04-01,370.807
2018-05-01,372.487
2018-06-01,374.720
2018-07-01,375.525
2018-08-01,377.446
2018-09-01,379.697
2018-10-01,380.244
2018-11-01,382.120
2018-12-01,383.156
2019-01-01,382.939
2019-02-01,383.255
2019-03-01,384.579
2019-04-01,387.464
2019-05-01,383.266
2019-06-01,384.479
2019-07-01,386.740
2019-08-01,388.735
2019-09-01,390.531
2019-10-01,391.308
2019-11-01,393.437
2019-12-01,394.650
2020-01-01,395.887
2020-02-01,398.410
2020-03-01,399.392
2020-04-01,400.789
2020-05-01,403.365
2020-06-01,403.095
2020-07-01,403.802
2020-08-01,405.128
2020-09-01,405.114
2020-10-01,405.000
2020-11-01,403.364
2020-12-01,405.554
2021-01-01,404.585
2021-02-01,402.565
2021-03-01,403.263
2021-04-01,405.162
2021-05-01,405.522
2021-06-01,405.791
2021-07-01,406.494
2021-08-01,407.217
2021-09-01,407.680
2021-10-01,411.695
2021-11-01,413.560
2021-12-01,414.974
2022-01-01,416.060
2022-02-01,418.196
2022-03-01,420.382
2022-04-01,422.926
2022-05-01,425.580
2022-06-01,430.157
2022-07-01,432.474
2022-08-01,435.210
2022-09-01,439.701
2022-10-01,444.072
2022-11-01,450.014
2022-12-01,452.639
2023-01-01,458.693
2023-02-01,462.371
2023-03-01,464.440
2023-04-01,464.518
2023-05-01,467.782
2023-06-01,472.469
2023-07-01,473.327
2023-08-01,474.804
2023-09-01,476.654
2023-10-01,479.711
2023-11-01,483.676
2023-12-01,482.306
2024-01-01,482.157
2024-02-01,485.044
2024-03-01,487.762
2024-04-01,491.994
2024-05-01,494.025
2024-06-01,496.098
2024-07-01,498.860
2024-08-01,500.302
2024-09-01,501.349
2024-10-01,501.383
2024-11-01,502.942
2024-12-01,504.102
2025-01-01,502.736
