,RegionName,StateName,Year-Month,ZORI,AffectedCity,AffectedTime,Year,Month,TimeTrend,ZORI-Lag1
28603,"Atlanta, GA",GA,2019-11-30,1354.9254815314498,1,1,2019,11,58,1363.77929326892
28604,"Boston, MA",MA,2019-11-30,2401.358103229564,0,1,2019,11,58,2406.454691707425
28605,"Phoenix, AZ",AZ,2019-11-30,1170.3424356901403,1,1,2019,11,58,1165.477459064187
28606,"San Francisco, CA",CA,2019-11-30,2739.15699719554,0,1,2019,11,58,2753.2290002931377
28607,"Riverside, CA",CA,2019-11-30,1593.6572704098971,0,1,2019,11,58,1594.539290093771
28608,"Detroit, MI",MI,2019-11-30,1023.176769277462,0,1,2019,11,58,1023.385907803888
28609,"Seattle, WA",WA,2019-11-30,1755.7605695656785,0,1,2019,11,58,1765.5437360492435
28610,"Minneapolis, MN",MN,2019-11-30,1386.4261449903463,0,1,2019,11,58,1385.5090158396526
28611,"San Diego, CA",CA,2019-11-30,2011.736616515358,0,1,2019,11,58,2013.3013436621247
28612,"Tampa, FL",FL,2019-11-30,1232.537852772072,1,1,2019,11,58,1240.3861945243782
28613,"Denver, CO",CO,2019-11-30,1539.9001155751137,1,1,2019,11,58,1541.8717334200037
28624,"Las Vegas, NV",NV,2019-11-30,1144.1332055541254,0,1,2019,11,58,1139.432655681627
29088,"New York, NY",NY,2019-12-31,2500.305334761113,0,1,2019,12,59,2512.181822100328
29089,"Los Angeles, CA",CA,2019-12-31,2223.724063041962,0,1,2019,12,59,2223.516111132032
29090,"Chicago, IL",IL,2019-12-31,1544.6004543247498,0,1,2019,12,59,1549.8457283214393
29091,"Dallas, TX",TX,2019-12-31,1268.3247817050174,1,1,2019,12,59,1275.0741080558455
29092,"Houston, TX",TX,2019-12-31,1265.4061729131984,0,1,2019,12,59,1261.6562288934117
29093,"Washington, DC",VA,2019-12-31,1920.8580642078027,1,1,2019,12,59,1919.5109754278053
29094,"Philadelphia, PA",PA,2019-12-31,1439.3223810629268,0,1,2019,12,59,1438.6698598785397
29095,"Miami, FL",FL,2019-12-31,1668.359369195208,0,1,2019,12,59,1655.9257508579265
29096,"Atlanta, GA",GA,2019-12-31,1353.433090597914,1,1,2019,12,59,1354.9254815314498
29097,"Boston, MA",MA,2019-12-31,2410.3820425851563,0,1,2019,12,59,2401.358103229564
29098,"Phoenix, AZ",AZ,2019-12-31,1180.1711367965654,1,1,2019,12,59,1170.3424356901403
29099,"San Francisco, CA",CA,2019-12-31,2740.637840315712,0,1,2019,12,59,2739.15699719554
29100,"Riverside, CA",CA,2019-12-31,1594.85710516064,0,1,2019,12,59,1593.6572704098971
29101,"Detroit, MI",MI,2019-12-31,1033.135649707946,0,1,2019,12,59,1023.176769277462
29102,"Seattle, WA",WA,2019-12-31,1759.780954876509,0,1,2019,12,59,1755.7605695656785
29103,"Minneapolis, MN",MN,2019-12-31,1389.7847232647007,0,1,2019,12,59,1386.4261449903463
29104,"San Diego, CA",CA,2019-12-31,2018.979007376064,0,1,2019,12,59,2011.736616515358
29105,"Tampa, FL",FL,2019-12-31,1236.8716013268356,1,1,2019,12,59,1232.537852772072
29106,"Denver, CO",CO,2019-12-31,1538.059242386892,1,1,2019,12,59,1539.9001155751137
29117,"Las Vegas, NV",NV,2019-12-31,1141.207032394203,0,1,2019,12,59,1144.1332055541254
